inst#,actual,predicted,error
3854,?,1318.979,?
3855,?,1318.973,?
3856,?,1318.975,?
3857,?,1318.981,?
3858,?,1318.98,?
3859,?,1318.981,?
3860,?,1318.979,?
3861,?,1318.974,?
3862,?,1342.938,?
3863,?,1342.939,?
3864,?,1342.938,?
3865,?,1342.935,?
3866,?,1342.936,?
3867,?,1342.935,?
3868,?,1342.934,?
3869,?,1342.935,?
3870,?,1342.939,?
3871,?,1342.937,?
3872,?,1342.94,?
3873,?,1342.933,?
3874,?,1342.934,?
3875,?,1342.933,?
3876,?,1342.933,?
3877,?,1342.935,?
3878,?,1342.938,?
3879,?,1342.938,?
3880,?,1342.935,?
3881,?,1342.939,?
3882,?,1342.933,?
3883,?,1342.938,?
3884,?,1342.938,?
3885,?,1342.935,?
3886,?,1342.94,?
3887,?,1342.941,?
3888,?,1342.94,?
3889,?,1342.932,?
3890,?,1342.934,?
3891,?,1342.935,?
3892,?,1342.94,?
3893,?,1342.94,?
3894,?,1342.932,?
3895,?,1363.842,?
3896,?,1363.844,?
3897,?,1363.846,?
3898,?,1363.845,?
3899,?,1363.839,?
3900,?,1363.838,?
3901,?,1363.841,?
3902,?,1363.845,?
3903,?,1363.841,?
3904,?,1363.838,?
3905,?,1363.844,?
3906,?,1363.84,?
3907,?,1363.84,?
3908,?,1363.84,?
3909,?,1363.839,?
3910,?,1363.841,?
3911,?,1363.839,?
3912,?,1363.838,?
3913,?,1363.84,?
3914,?,1363.838,?
3915,?,1363.84,?
3916,?,1363.842,?
3917,?,1363.843,?
3918,?,1363.841,?
3919,?,1363.839,?
3920,?,1363.84,?
3921,?,1363.841,?
3922,?,1363.843,?
3923,?,1363.844,?
3924,?,1363.844,?
3925,?,1363.846,?
3926,?,1363.843,?
3927,?,1363.842,?
3928,?,1382.58,?
3929,?,1382.582,?
3930,?,1382.585,?
3931,?,1382.584,?
3932,?,1382.583,?
3933,?,1382.581,?
3934,?,1382.585,?
3935,?,1382.584,?
3936,?,1382.587,?
3937,?,1382.583,?
3938,?,1382.588,?
3939,?,1382.587,?
3940,?,1382.588,?
3941,?,1382.584,?
3942,?,1382.586,?
3943,?,1382.584,?
3944,?,1382.585,?
3945,?,1382.58,?
3946,?,1382.58,?
3947,?,1382.581,?
3948,?,1382.588,?
3949,?,1382.588,?
3950,?,1382.582,?
3951,?,1382.584,?
3952,?,1382.583,?
3953,?,1382.587,?
3954,?,1382.588,?
3955,?,1382.587,?
3956,?,1382.587,?
3957,?,1382.584,?
3958,?,1382.58,?
3959,?,1382.583,?
3960,?,1382.586,?
3961,?,1407.78,?
3962,?,1407.781,?
3963,?,1407.783,?
3964,?,1407.784,?
3965,?,1407.788,?
3966,?,1407.786,?
3967,?,1407.787,?
3968,?,1407.782,?
3969,?,1407.784,?
3970,?,1407.788,?
3971,?,1407.784,?
3972,?,1407.782,?
3973,?,1407.782,?
3974,?,1407.782,?
3975,?,1407.782,?
3976,?,1407.78,?
3977,?,1407.784,?
3978,?,1407.785,?
3979,?,1407.783,?
3980,?,1407.78,?
3981,?,1407.782,?
3982,?,1407.786,?
3983,?,1407.782,?
3984,?,1407.785,?
3985,?,1407.782,?
3986,?,1407.785,?
3987,?,1407.786,?
3988,?,1407.787,?
3989,?,1407.784,?
3990,?,1407.78,?
3991,?,1407.78,?
3992,?,1407.787,?
3993,?,1407.789,?
3994,?,1430.489,?
3995,?,1430.496,?
3996,?,1430.493,?
3997,?,1430.492,?
3998,?,1430.492,?
3999,?,1430.492,?
4000,?,1430.497,?
4001,?,1430.492,?
4002,?,1430.49,?
4003,?,1430.488,?
4004,?,1430.497,?
4005,?,1430.49,?
4006,?,1430.495,?
4007,?,1430.495,?
4008,?,1430.493,?
4009,?,1430.492,?
4010,?,1430.493,?
4011,?,1430.489,?
4012,?,1430.492,?
4013,?,1430.495,?
4014,?,1430.489,?
4015,?,1430.49,?
4016,?,1430.495,?
4017,?,1430.494,?
4018,?,1430.495,?
4019,?,1430.489,?
4020,?,1430.494,?
4021,?,1430.49,?
4022,?,1430.491,?
4023,?,1430.489,?
4024,?,1430.494,?
4025,?,1430.49,?
4026,?,1430.493,?
4027,?,794.432,?
4028,?,794.438,?
4029,?,794.431,?
4030,?,794.431,?
4031,?,794.437,?
4032,?,794.437,?
4033,?,794.437,?
4034,?,794.431,?
4035,?,794.433,?
4036,?,794.433,?
4037,?,794.438,?
4038,?,794.434,?
4039,?,794.435,?
4040,?,794.434,?
4041,?,794.435,?
4042,?,794.432,?
4043,?,794.437,?
4044,?,794.432,?
4045,?,794.43,?
4046,?,794.436,?
4047,?,794.433,?
4048,?,794.433,?
4049,?,794.436,?
4050,?,794.431,?
4051,?,794.435,?
4052,?,794.436,?
4053,?,794.437,?
4054,?,794.431,?
4055,?,794.435,?
4056,?,794.43,?
4057,?,794.435,?
4058,?,794.433,?
4059,?,794.435,?
4060,?,795.435,?
